x,y,condition
22429.81731849414,5915591.24123678,1
34424.15501689678,5923874.20142819,1
28603.835836908867,5939519.406849889,1
29098.677957676176,5889705.258475194,1
52437.79269991891,5947297.620016993,1
10157.310723054237,5958931.427069289,1
20687.71705500406,5889595.179468043,1
24676.382060579606,5917268.396698922,1
24363.526790467324,5979397.761343792,1
25361.447722115816,5933232.217450016,1
64805.95633258455,5976092.895554808,1
16914.151402988442,5953577.030709801,1
20626.166417491913,5970890.128903181,1
-14820.867442787916,5913712.616549767,1
-27856.907311330375,5927224.745923992,1
76060.89101774691,5953033.967718321,1
4798.94879247692,5891190.719375559,1
16954.249840312434,5983634.980889811,1
14625.581400472729,5965610.34204374,1
14883.552526092506,5914854.264983446,1
19330.565701207495,5879485.161057406,1
51517.89320764301,5908081.983931438,1
56296.96675602079,5973721.299647027,1
56809.476239317184,5924986.739345609,1
25640.385566023004,5936230.57823711,1
26521.454981901712,5967169.619646581,1
-18736.4578587914,5920655.992178789,1
31223.005306594016,5938898.719855655,1
75721.59296239729,5954417.558155184,1
38441.93469255144,5957417.1086198,1
-30114.74056117123,5916712.445403187,1
3903.562629592954,5895069.871933753,1
-36871.27273527818,5939291.475587668,1
38198.75746829581,5899585.160532502,1
8325.75582553279,5911329.5713001825,1
5722.980841400538,5983380.2013793085,1
58741.45663716376,5942281.689253688,1
6329.568206909549,5949694.437684512,1
49175.22873512111,5933660.487437742,1
29711.35265577011,5921563.882226788,1
27672.04210317036,5951828.167491101,1
31341.75165464569,5928953.86474294,1
21164.6377214494,5911980.494865625,1
48039.69774350547,5897327.606105865,1
25448.350339452765,5930060.175521521,1
-7660.152749757588,5873636.798068279,1
35301.25992987573,5892854.949997217,1
79275.64548093194,5960652.050715323,1
27314.16799661552,5922760.979861497,1
37849.80710357113,5892326.354108276,1
-28198.01937053229,5919114.019245496,1
-13775.339174633948,5961582.443103651,1
66201.92945112818,5961235.250071009,1
32121.102109238942,5890679.427418035,1
43862.85912634639,5966909.01257976,1
25699.795889828674,5891170.077389489,1
-39254.44380673437,5933327.774442534,1
33859.199510581326,5946954.086603625,1
18783.874287845654,5987377.469008954,1
-2642.3429524669773,5892653.561226869,1
-6834.644738846691,5963803.598590162,1
13947.717729102704,5938007.566558035,1
51113.427757598634,5954897.411265385,1
41249.008407431276,5960480.03302836,1
-44176.804346592966,5923103.647615466,1
-3840.1876815802825,5888697.6087518595,1
40152.230248056,5965997.941512898,1
76510.34446307187,5950299.949277375,1
6050.301435966248,5970756.022439521,1
-13562.370288382488,5894268.687857793,1
23723.766474379227,5882292.328076721,1
31891.449073960946,5905967.44149191,1
68015.16108076437,5949919.7362906765,1
56066.53449841819,5910104.652720641,1
-23.818940271550673,5932164.6243122835,1
41307.47123218776,5894379.779678335,1
53421.992901011225,5959724.802262556,1
7000.927998430227,5968088.14436953,1
-17161.547595397336,5936299.600470491,1
-14353.63642211078,5943475.132428301,1
-4620.751173407843,5895457.755040038,1
-24940.808440118213,5933003.569527733,1
68850.00340425386,5932171.605897045,1
-32585.77480275408,5912325.157936924,1
37098.516737133265,5988865.084409684,1
44474.92557126959,5930696.203233341,1
21995.657629616704,5917995.766277026,1
16102.24957531385,5990168.957717364,1
32533.913429946027,5924321.973524028,1
2795.344313243142,5952631.057875849,1
6617.631060897751,5940530.294328993,1
24792.740027696214,5993383.950830073,1
13872.911035899466,5985064.825287666,1
1716.501083806259,5897873.596369918,1
26077.40256798084,5973133.532749941,1
43953.01350928773,5906656.151974549,1
-3660.1449624111847,5888623.49081444,1
17456.867746081378,5975668.402396304,1
31399.796033775434,5923459.255399864,1
16215.528409838997,5988674.428472719,1
35237.74935975284,5972593.659005841,1
37712.561842046445,5951266.465157905,1
-14373.644590149532,5941216.010085867,1
29696.56388695576,5930642.346587362,1
-780.1883084363653,5879695.057240982,1
41900.799795845174,5973246.280453838,1
-4298.491839813025,5949458.007119809,1
-5526.601500811012,5921135.244404035,1
3469.897455081955,5903466.353350505,1
-28671.3371273988,5905612.647213847,1
-21604.558262000603,5954018.567076247,1
-5261.7806437781255,5914751.744723829,1
4384.657300546794,5897746.675902721,1
46272.20090899998,5980949.470727267,1
33047.954064950754,5987971.919977459,1
30610.316580219107,5980206.1613730015,1
-4747.138880459883,5978489.1743693715,1
-16731.085252243545,5939368.2512424365,1
6209.306557867443,5935827.5207442725,1
27145.931040897238,5939250.280891847,1
32807.916283403756,5927639.959740126,1
16505.705962355976,5983315.967254452,1
29686.428745447978,5910943.4136861125,1
21492.181767658563,5943048.707495043,1
50384.17958906488,5902372.478399567,1
55929.99168595721,5979224.638829115,1
73449.55881786102,5949117.25501922,1
36951.33024029533,5939518.5924507845,1
19740.761761083384,5940872.786204837,1
40378.62512683211,5940157.275468147,1
-32911.408815918985,5906596.601376465,1
29746.717343432305,5893641.424516455,1
59126.32148433241,5948079.948940962,1
4556.0105690377095,5955437.864473816,1
67246.68745474581,5958302.861714957,1
49040.0403779679,5907859.344507969,1
17793.656864265067,5987386.942645915,1
7299.261692260552,5979641.92875341,1
63540.2336845088,5912604.5978819495,1
48271.211320322385,5976740.296434085,1
56146.8550246247,5933759.100219022,1
336.67935289356683,5966586.60215928,1
47754.17311145738,5900051.957947557,1
24432.60048507771,5986934.785010326,1
33966.80596707511,5964920.010243767,1
29623.762216054718,5958588.7680560555,1
12703.862237774068,5987297.687884775,1
24018.067646687792,5933746.691904223,1
-7513.762575648638,5955873.049489306,1
611.8560875133116,5940844.578668807,1
-27515.91352456354,5928222.076362255,1
50995.954454037856,5962329.741229473,1
-21222.70617824972,5909120.193155133,1
14953.265334199372,5918286.588107522,1
50250.48702534198,5917869.8222140875,1
-10916.423240260934,5897051.098304043,1
44512.03219762698,5911305.044765978,1
-16193.4474189069,5905313.363289031,1
47007.74887485278,5906635.5960076535,1
14382.615150943879,5994339.742354395,1
27396.96879610629,5953176.271925486,1
24696.402344584756,5926751.2340025855,1
36589.28171916475,5917312.463818026,1
77598.08374070888,5973146.8384377565,1
-19730.888592622417,5933356.693839186,1
14956.084406285503,5924880.728324058,1
-26381.740539047896,5910001.2759004915,1
-10232.632338911106,5911790.962541134,1
-22501.010474530543,5920361.873659245,1
-6201.76299038365,5873960.268615667,1
523.6128943780641,5892553.174297642,1
31237.599159275735,5908100.223617091,1
-14272.75458846522,5937928.599632793,1
1420.8122441341548,5950988.121084962,1
10177.708511414181,5882479.349508235,1
44996.5642098058,5929738.946871841,1
-32959.07786846391,5943623.7115531,1
46921.1717718383,5984121.991102775,1
-32391.027057723477,5909856.854241899,1
-5929.619726503268,5963899.3864312265,1
59932.898909040756,5902518.077688665,1
46726.96976323126,5895358.117481211,1
32376.36394375586,5986931.828882376,1
-17336.9559711263,5939524.710085097,1
11822.620440925763,5931372.063403564,1
53543.17199013839,5908386.182310611,1
2382.311174162911,5927320.788877131,1
-43122.38549662035,5926916.209600273,1
-28797.1513221684,5937365.487066564,1
28744.94212594311,5981999.997506211,1
-31156.464065831562,5911066.013711426,1
-40972.177609866354,5935597.605274813,1
2493.5829478524975,5978733.650561448,1
29544.434599085624,5928867.577669001,1
37157.177725518966,5923378.677377191,1
42519.40706397846,5930690.477173546,1
5364.21091473577,5968678.009157146,1
62796.93787739292,5927993.684574959,1
41932.47973061455,5943283.785277213,1
-17848.693346068685,5895721.416297106,1
4620.2566606019245,5936067.859610997,1
4966.641255533425,5898601.73701611,1
8380.450267421882,5930809.710393704,1
9383.685325986502,5912992.416605912,1
60347.316840763466,5912066.247472046,1
-3884.7830892098864,5932513.581994587,1
-1070.0400305941293,5935625.433475519,1
26599.408098767308,5883887.404650499,1
-6617.773199507501,5892990.86442848,1
13028.152068015013,5945384.64925867,1
25453.742231331533,5979814.948787114,1
11595.555414991148,5964745.184562327,1
68266.65573091162,5969639.416707166,1
45678.49605968752,5913473.465236878,1
-7951.069955046129,5920137.558681112,1
57088.23813516027,5919031.1146572195,1
48011.97219234571,5938928.591633002,1
49137.42194410486,5932670.934986992,1
-7594.76412993978,5907246.699653047,1
12560.260739058285,5907496.668584384,1
62741.864717760385,5908567.271666302,1
-23419.661642710635,5895958.7786242515,1
5931.189621635407,5990795.647571098,1
-22929.18092657166,5904545.261140958,1
33574.70719985961,5922087.736941416,1
58286.09603522159,5912527.496612578,1
-30000.95295885176,5906773.8801894225,1
-26189.707191399604,5908809.861193527,1
13153.182238065914,5918161.811860817,1
49509.07732023671,5973576.054185145,1
29974.40299123252,5970216.033542816,1
19698.657386456936,5910547.511729248,1
-30221.430321529202,5908896.770957443,1
38326.35542235797,5890532.616673062,1
-23021.85288553039,5899815.53975124,1
-4669.741298947702,5893218.611108624,1
-23053.655506947805,5945199.6624668455,1
-42355.19481212106,5935936.358444546,1
26520.90329013474,5896971.8750171205,1
21498.916580127057,5914280.041938111,1
46394.65948580956,5894905.88883061,1
25822.106178860064,5910503.632608091,1
57791.42804163313,5953285.921069383,1
74383.37260631745,5948648.605026476,1
34572.96466876249,5925622.644502994,1
26569.598507593502,5945560.8094683625,1
-24784.622968150303,5908910.868483093,1
25897.995103233698,5965531.423701836,1
-5555.761300643018,5905512.669316556,1
37655.954076961294,5894298.614956149,1
-27279.460492784186,5906322.6453384375,1
10714.19786789552,5948595.264133557,1
32321.365885293082,5905267.420635837,1
35687.84244018278,5918944.116397929,1
28932.817642849637,5930862.1775731305,1
-2878.067599077651,5910446.865173246,1
33918.21594889692,5906378.227924694,1
57617.965666955046,5968148.774768275,1
-6686.157996769529,5954065.197404561,1
-36088.97288135209,5912106.93272203,1
57814.4568367023,5965099.506136928,1
-19289.008577347035,5899611.29013342,1
50219.702685360186,5902131.618421999,1
44840.95533139087,5971030.927068222,1
8851.263846621921,5928503.267236676,1
-15952.365566352484,5881192.700147925,1
30799.310905261897,5918830.176886667,1
61585.50551105355,5975559.371090867,1
14705.151294633019,5993232.58691095,1
-26631.685782102664,5933108.421543875,1
-30915.28332143664,5943337.012571335,1
-3382.4414527711197,5943032.16982413,1
711.4940933584876,5944388.401212643,1
36128.07799829438,5889040.022922313,1
59769.722460037214,5952311.766222338,1
60105.07950776312,5926461.808628461,1
-22255.5608866048,5928261.2076803055,1
-3632.6704903425707,5891300.823949133,1
2581.886399142677,5978659.3667502,1
-22289.909088967703,5937528.991461282,1
-9038.651610541987,5919071.763969486,1
25176.92743982171,5967235.312265599,1
2495.952895394119,5918832.3296445925,1
-17138.515716877606,5940012.339969816,1
27996.823421608453,5897707.979051967,1
10763.78205097295,5963696.4831899945,1
45043.91626079159,5898514.536400158,1
8753.4820538294,5933616.416420823,1
-12798.910326481404,5919929.25949579,1
62904.23146388825,5941961.820361033,1
-18843.568640360638,5912782.38746519,1
21657.005237918493,5919889.722430145,1
32304.29452231861,5972636.896872921,1
-206.52590413502185,5971166.155639583,1
32720.51351204628,5947510.740947625,1
-18014.139138370592,5918038.404877898,1
-29654.448369285325,5931271.149462552,1
35299.124755283556,5965954.866987309,1
-2758.8500648043264,5882513.462538572,1
-19768.08077497057,5919131.00463892,1
-13327.089438989045,5910536.859998837,1
-13308.905499762463,5939795.20819088,1
27155.550406741328,5957399.872431053,1
25885.550406247377,5906177.858020544,1
-22597.45660843492,5916433.855287932,1
-15893.344712213584,5890126.364125781,1
53717.14121316379,5958422.357603093,1
45798.33124812803,5959380.362855459,1
52827.25742581018,5975176.850145635,1
37889.48362672946,5892330.365647955,1
32172.612464231206,5965423.6154108755,1
-4283.246205009767,5955874.139511864,1
-1141.7981344445143,5903139.617879652,1
51278.12198962594,5939602.449301346,1
20614.010404227447,5985839.330366775,1
84618.34632371314,5970220.249843419,1
30288.473572878604,5916356.49699417,1
408.5782888770482,5892637.378766095,1
66837.30251979252,5936868.055643282,1
46305.59556034193,5944975.8670209795,1
2743.375265373179,5944812.962478279,1
38691.69941001217,5958860.776084673,1
26009.763792661368,5905482.755376344,1
5482.306256955504,5921497.251845328,1
40544.77411343061,5943282.636092713,1
48696.94659028374,5961781.8934208965,1
12466.773943204418,5936935.918168169,1
54481.09486594907,5936221.398001751,1
77849.49569543649,5969277.087159134,1
22964.101982050226,5887267.868413727,1
6456.16910133099,5984196.330423207,1
37631.295256795216,5935985.673318215,1
8613.822687598993,5913722.195330508,1
-3282.5777026123687,5948926.389034325,1
-2433.2325473973615,5886298.376483024,1
51866.1906540606,5980462.3828485105,1
-13822.922986803795,5920067.337843388,1
12337.364825888202,5961731.688263585,1
18627.433925073186,5890312.651313392,1
-4791.831558373931,5964140.728292872,1
23287.848090668675,5890259.177370822,1
-25480.876314472465,5919567.16320796,1
21346.83389171702,5979843.771435574,1
56052.0802651204,5980976.874468345,1
29302.73124744522,5913574.948962237,1
9325.828992456605,5981188.344764433,1
62065.61765829942,5961381.954858527,1
9210.214406733765,5953165.409819172,1
1878.0397316916642,5984181.910699576,1
72466.26791386737,5955232.691040738,1
11210.711637671644,5979527.749312801,1
34097.79584297066,5909092.735308376,1
59208.61638514089,5942743.131906291,1
34471.10839605317,5891328.194538472,1
61878.837040644576,5977018.099995049,1
6753.497946202027,5960853.7532648975,1
43504.31912769555,5967211.830650308,1
46094.40679292378,5956825.940564996,1
8910.054218899677,5918126.9966953285,1
37484.401420651935,5903220.044262836,1
41430.7774202016,5950171.607799077,1
44122.71872110793,5931803.863381364,1
29225.60811629222,5971543.67699875,1
21310.3933757162,5936410.225724644,1
61841.35946916966,5969846.755580787,1
2582.466229851794,5981778.6837453125,1
35314.7245150035,5914372.069581935,1
9299.14356639664,5983970.145376185,1
56365.28974318216,5943527.084259959,1
18025.960365863866,5959468.095651465,1
18784.589591783093,5982850.242385305,1
39130.06466143741,5899653.004841799,1
11592.759988477876,5934585.806987995,1
5137.913507484685,5928817.981559189,1
29030.314797496423,5974020.047983349,1
30686.149333847075,5987968.275021738,1
29477.6402123211,5962527.121236032,1
58348.82768278368,5901231.5924129365,1
60818.763135237416,5938788.717862356,1
19172.548412304925,5907104.3431476215,1
24898.653987588885,5929889.572412756,1
8041.661354982731,5988163.501978361,1
-5558.569008624763,5915789.65132998,1
35668.94907429267,5930984.196343545,1
15215.16774722324,5967492.414802838,1
70121.94261067768,5963205.988979811,1
-28247.05426357218,5910282.995308136,1
45469.867800687556,5929011.1609657565,1
46694.57586336098,5983287.824528905,1
38021.928146248916,5952853.794733254,1
56660.88394055623,5938050.595591321,1
26244.293510981282,5985396.210670772,1
76081.93265647156,5962765.791566702,1
-9118.270777221085,5887181.383189432,1
3817.0106017865182,5918972.765584144,1
2144.0754163954844,5911682.782043928,1
15672.823564614693,5909136.228979107,1
-9391.529050932819,5873287.044977428,1
56717.72043688301,5941412.766959492,1
-5423.059420663092,5893823.873241553,1
-15137.707142131185,5899462.332492873,1
19327.457494321017,5969102.280408475,1
58445.41263273274,5917930.189240955,1
-11285.452620014301,5879692.206343434,1
-32015.01402454538,5945589.132115959,1
16447.692325968965,5950267.969172923,1
54961.92440903082,5949793.202034089,1
15380.509063547011,5941782.104360787,1
-4217.256577871085,5920787.982898666,1
17284.143253066664,5949411.954011222,1
3230.841312251665,5902136.537551463,1
10739.716600368309,5886663.762919317,1
-15900.031691944067,5934420.875239888,1
-22325.561059730448,5929639.858613315,1
17465.81405461344,5912363.949000021,1
68822.46299892952,5936124.33198726,1
-7803.741195917421,5919537.264627198,1
6944.703958451049,5932838.668867091,1
73904.76089108968,5935429.633124623,1
51431.46195536331,5895300.918766212,1
51953.952977544744,5902827.517740313,1
25056.166289843415,5882648.039642398,1
-6356.4025551261,5952819.755657887,1
4905.375490220729,5881651.52501693,1
39469.75615078802,5960800.594584137,1
13460.116489268403,5938144.260262868,1
44989.803391028225,5907247.961447195,1
17990.670761030633,5934282.03400169,1
43472.480191455164,5945868.784672863,1
21021.501472100732,5921971.624120106,1
56100.251145291375,5903455.996318748,1
73301.98436430728,5961961.553290278,1
-5926.293292985807,5879612.623001515,1
12903.286271467237,5883828.483908538,1
27678.22297714374,5931072.852608241,1
38830.524004805775,5910809.115166192,1
-29370.322387749387,5934556.85074597,1
3596.8305061591964,5963601.780423277,1
11555.397512384036,5935976.5070517035,1
-7842.675582457145,5966597.565336181,1
42422.40342486766,5949045.556730267,1
50064.75504505119,5917749.515367424,1
-15458.568268142422,5923078.347868596,1
11133.850862048828,5925718.4818461165,1
15281.39386210889,5965584.420397827,1
-2492.6975734603475,5938772.987163575,1
16493.099517735245,5907341.6750849495,1
25615.319500393496,5992733.04516454,1
-26732.821376361826,5926408.328996731,1
33161.54088643688,5979565.11885226,1
38849.02166190374,5906248.183824568,1
-2517.3029311024293,5937686.737484232,1
-38386.35387901431,5918472.324894056,1
28256.321246013686,5954749.582471283,1
-15888.550021908028,5885705.10706485,1
45973.68687497577,5908360.608428325,1
15679.70025755401,5958554.436907639,1
52737.98862746189,5930255.421562106,1
31650.661877756007,5951529.965973078,1
21926.700194518955,5919116.646619425,1
-2589.8382302372775,5973384.521485089,1
7677.171163660663,5904675.29576534,1
66333.2259665255,5964933.985516848,1
9444.38825729127,5969596.5810468625,1
51202.471425409545,5982602.369150949,1
16298.435942015698,5883845.025373578,1
71091.04182724119,5956624.771828131,1
45896.972984554945,5938984.653086472,1
58464.70992228354,5941731.740306679,1
35784.13976737132,5973268.993629231,1
-15808.472094252997,5920462.211360065,1
11483.35299890372,5943451.258687204,1
-33508.14708575503,5927422.064267298,1
59651.33366918322,5927659.763458126,1
57570.63138555587,5938615.511660174,1
5808.874643600808,5938384.267528135,1
-21623.79723174432,5904344.255568009,1
12643.694430939111,5977763.87547829,1
31379.282377401076,5899335.956382904,1
39252.35005438264,5981858.152087068,1
-24857.413069300193,5914648.358840831,1
-7591.337771878403,5958827.716603171,1
-27031.41241435254,5926031.065088615,1
42140.46181409765,5969788.568531382,1
6703.818629564441,5956788.697212615,1
-11410.10976084591,5953777.02332393,1
50765.81145857464,5939586.339803859,1
-8020.152065361355,5890900.581941814,1
30808.694496238808,5936860.2282384755,1
38234.55955726869,5931265.340189654,1
13735.352570595438,5966131.095629695,1
51699.65003155006,5901943.748710528,1
35429.35308653404,5926863.606889483,1
31307.445504526724,5962046.926164229,1
-3375.1939073906105,5958695.247343821,1
-19185.28434305213,5937853.718776669,1
18851.255189756717,5993875.895780098,1
21608.43293005973,5885964.27661969,1
40523.11964834752,5967825.359280373,1
58787.691651028,5947890.499801521,1
8669.64856687843,5976536.4921507705,1
24519.54593772287,5882076.45097155,1
26355.710769914993,5893169.4497812735,1
-40224.81248130041,5929647.4655524865,1
-28820.65755508779,5932964.694272632,1
-8775.783817836971,5888537.398210558,1
60547.44986174902,5911842.170221883,1
53935.674340233876,5940919.371882457,1
-23231.293753763122,5935957.2209035605,1
-5556.1783645660325,5936630.088713856,1
-7894.646513820728,5887338.574509713,1
43320.67641984945,5904078.163230165,1
-39190.18034003237,5924756.085103709,1
26307.409687219508,5922757.549786115,1
12318.883150834285,5897627.267256935,1
-6267.794693003991,5900836.946214082,1
53123.91823300862,5931623.311978663,1
33920.45763058361,5918456.663980905,1
33607.351826689875,5939351.91499493,1
-47420.502894987105,5929557.404925497,1
52928.29237853619,5945839.660207468,1
2091.7883491558896,5944800.738475198,1
15693.075748056915,5989346.417781671,1
-22476.89270584457,5950013.72714807,1
-15653.54513918575,5938067.078244904,1
-33.80528239994601,5959042.870001892,1
3923.7473944297963,5926373.862413639,1
51445.501342856034,5947015.4388897065,1
3514.8498130492662,5934376.529205181,1
56616.69216450243,5933649.395365805,1
44451.56310425649,5970844.457919953,1
18384.97556337528,5893293.639568457,1
-26260.21540599523,5903095.3705661595,1
-34764.98465188994,5938635.024143426,1
14904.341579111962,5956553.361170444,1
17501.904640354798,5977459.7285390785,1
70911.21658492126,5953499.087880462,1
60993.57850183855,5943107.41181598,1
-18078.450449151875,5928422.607976022,1
-12270.687791276432,5960659.445440947,1
24434.6521316093,5892640.928203426,1
19581.319921737333,5990422.42973811,1
-10963.964842828747,5943128.3709077425,1
14191.821334485532,5973582.159490545,1
12254.328907446223,5899040.700199412,1
-4985.441872216063,5883084.965813848,1
-30749.146531850623,5932758.11953214,1
50801.31687142499,5900962.945121982,1
38223.28952932102,5953172.723419356,1
-27528.876199780512,5906840.398519262,1
21326.91374940623,5880183.26951813,1
28848.935954016546,5958895.245341561,1
23764.42086563728,5884269.984133526,1
12897.002821095506,5908755.521309062,1
15616.737633004508,5972131.100121678,1
59588.81726229735,5923811.830489548,1
-23902.687240488638,5954187.3556121085,1
-2153.3276765396586,5948652.067871402,1
7515.438903944683,5973044.419324011,1
3353.810606769446,5907828.1391347,1
19172.34433684271,5969581.296941264,1
63110.92577743158,5945581.52472527,1
10805.738448872726,5965641.953650798,1
72684.13300126567,5952756.514154088,1
11569.211894689943,5880979.529262673,1
21904.405167905614,5911696.1416056715,1
1038.8237097823876,5945038.996101181,1
21617.217450681346,5970520.523757988,1
41893.325121678005,5950822.835754814,1
69552.08281278628,5967990.341162804,1
21688.502342244,5978488.3561120825,1
46621.40982630232,5926226.742758921,1
31271.32469250742,5940718.528501293,1
20728.797121338226,5913835.930150626,1
19378.61949130101,5976223.395501822,1
-13898.868872767882,5919198.984263417,1
-33053.29286058516,5931498.825334952,1
44007.636262289045,5909738.740466426,1
-5297.199599700834,5927515.924195454,1
57166.44184771995,5976290.979393475,1
-25778.50373404051,5897407.472090017,1
3124.451514709028,5973923.120332514,1
30158.592159732332,5897284.839716937,1
8218.297273257878,5902855.840528314,1
64898.75135748953,5959198.667385183,1
4961.42220106993,5953287.642305397,1
32210.609144504502,5887632.694164588,1
-43576.57401490153,5934586.944182241,1
79275.0485124097,5951780.355297064,1
10321.260804419013,5916935.1734484965,1
15779.763630585745,5929839.971243748,1
32106.746730272193,5897545.018923233,1
-17436.052602220225,5932690.8409361085,1
36833.63477123965,5905878.397861397,1
40121.184457378666,5973826.835768471,1
27382.061540747352,5922547.051620908,1
20119.111264540174,5925863.758341932,1
812.3645426157454,5950926.252105878,1
43974.389043117815,5986067.94700799,1
14765.92155384952,5996858.521763443,1
10798.12492007819,5917391.403881335,1
35275.49448993144,5889441.122092863,1
80319.81443969382,5971665.960028533,1
-8556.223661948767,5916560.725218086,1
17875.066837209073,5948849.118070243,1
31338.884429748112,5926146.517215453,1
-19284.2702203808,5918451.882389634,1
3363.8079307754087,5921313.571865272,1
8718.351702987566,5995196.55372061,1
4856.02134133855,5899996.616779558,1
3259.0456319600635,5904332.067595654,1
-7051.845999891346,5926681.205316796,1
5131.145602408389,5903074.455110904,1
-26359.439243508823,5914876.520181468,1
47227.02138042613,5907414.665974047,1
7105.782093240952,5982800.133644351,1
11004.54563452091,5899431.4551385455,1
24816.03480485585,5961935.793278074,1
-30067.856558081286,5948267.160513438,1
19936.75115129759,5901989.981676336,1
30101.686124501342,5903841.82174527,1
10379.799988140396,5952374.593314578,1
37060.71039020078,5947679.175923666,1
45788.00792023147,5920163.284265958,1
-13856.927210127236,5911676.148850276,1
47137.83611645183,5955116.782289293,1
49199.29269882763,5918844.99038258,1
24651.888317799807,5911655.1709733,1
27142.90688848906,5989581.5663884375,1
19039.545156812645,5975542.64039491,1
37755.89118085115,5962698.760292092,1
1669.9591801210336,5986030.521546174,1
7322.893851693894,5887887.719080031,1
15655.870679006272,5959879.415530956,1
17051.2732244418,5945721.540041217,1
25376.17080803725,5911396.456260622,1
15693.947257147898,5991530.909981662,1
48860.247787184955,5941722.179657253,1
20033.260379509797,5936376.245747448,1
19433.929521525977,5940429.557028397,1
15913.863196381702,5949103.682344539,1
33584.47699141549,5941442.1058114655,1
-879.6466644151078,5897508.768431607,1
14525.950303074453,5972667.479806352,1
27266.430466811056,5965607.439715278,1
60355.87667298384,5978508.810247611,1
6427.256658262777,5951243.693322395,1
30659.02513465658,5930716.404743893,1
33762.259619428165,5969230.939406343,1
4005.6511736073007,5882986.241215768,1
-12627.268029414263,5891885.688874598,1
-26215.835435855435,5923338.15269093,1
66033.50916057447,5930028.0934038535,1
74175.57637580356,5972584.644988849,1
-6840.7376761140185,5919725.758496281,1
835.3883341406763,5890753.250066805,1
-37636.497104760914,5932460.482620005,1
-23146.842990888457,5949141.176040414,1
1353.773383553751,5929199.492374175,1
-1837.6302263899706,5959054.64136113,1
-41621.31269107743,5935808.065654414,1
-5555.532119819254,5960882.923014553,1
7279.18989125923,5888318.0069667,1
-12356.270292543268,5934966.058732608,1
52653.026303586084,5964231.062664296,1
-21690.150351577642,5932774.25409865,1
46644.085410098225,5936928.3922727285,1
15528.528412593369,5897472.539742995,1
41464.96599644603,5917485.339609926,1
-34685.3209523097,5916662.071971655,1
4649.020142689289,5933053.176703245,1
